Name,Link,Information
Counted With the Stars (Out from Egypt #1),https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,"{'Price': '£17.97', 'Category': 'Christian Fiction', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
Every Heart a Doorway (Every Heart A Doorway #1),https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,"{'Price': '£12.16', 'Category': 'Fantasy', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
For the Love: Fighting for Grace in a World of Impossible Standards,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,"{'Price': '£45.13', 'Category': 'Nonfiction', 'Rating': 'Three stars', 'Availability': 'In stock (7 available)'}"
Good in Bed (Cannie Shapiro #1),https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,"{'Price': '£37.05', 'Category': 'Add a comment', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
Finding God in the Ruins: How God Redeems Pain,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,"{'Price': '£46.64', 'Category': 'Nonfiction', 'Rating': 'Two stars', 'Availability': 'In stock (7 available)'}"
"Fruits Basket, Vol. 7 (Fruits Basket #7)",https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,"{'Price': '£19.57', 'Category': 'Sequential Art', 'Rating': 'One stars', 'Availability': 'In stock (7 available)'}"
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,"{'Price': '£28.25', 'Category': 'Food and Drink', 'Rating': 'Two stars', 'Availability': 'In stock (7 available)'}"
John Adams,https://books.toscrape.com/catalogue/john-adams_472/index.html,"{'Price': '£57.43', 'Category': 'Add a comment', 'Rating': 'Four stars', 'Availability': 'In stock (7 available)'}"
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,"{'Price': '£46.01', 'Category': 'Food and Drink', 'Rating': 'Four stars', 'Availability': 'In stock (7 available)'}"
Leave This Song Behind: Teen Poetry at Its Best,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,"{'Price': '£51.17', 'Category': 'Poetry', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
King's Folly (The Kinsman Chronicles #1),https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,"{'Price': '£39.61', 'Category': 'Fantasy', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
Memoirs of a Geisha,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,"{'Price': '£49.67', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (7 available)'}"
Life of Pi,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,"{'Price': '£13.22', 'Category': 'Default', 'Rating': 'Four stars', 'Availability': 'In stock (7 available)'}"
Meternity,https://books.toscrape.com/catalogue/meternity_478/index.html,"{'Price': '£43.58', 'Category': 'Womens Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (7 available)'}"
Like Never Before (Walker Family #2),https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,"{'Price': '£28.77', 'Category': 'Christian Fiction', 'Rating': 'Two stars', 'Availability': 'In stock (7 available)'}"
The Fellowship of the Ring (The Lord of the Rings #1),https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,"{'Price': '£10.27', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (6 available)'}"
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,"{'Price': '£15.42', 'Category': 'Poetry', 'Rating': 'Five stars', 'Availability': 'In stock (6 available)'}"
The Girl You Left Behind (The Girl You Left Behind #1),https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,"{'Price': '£15.79', 'Category': 'Historical', 'Rating': 'One stars', 'Availability': 'In stock (6 available)'}"
The God Delusion,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,"{'Price': '£46.85', 'Category': 'Add a comment', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
The Golden Compass (His Dark Materials #1),https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,"{'Price': '£18.77', 'Category': 'Add a comment', 'Rating': 'One stars', 'Availability': 'In stock (6 available)'}"
The Great Railway Bazaar,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,"{'Price': '£30.54', 'Category': 'Travel', 'Rating': 'One stars', 'Availability': 'In stock (6 available)'}"
The Hobbit (Middle-Earth Universe),https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,"{'Price': '£17.80', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (6 available)'}"
The Invention of Wings,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,"{'Price': '£37.34', 'Category': 'Historical Fiction', 'Rating': 'One stars', 'Availability': 'In stock (6 available)'}"
The Joy of Cooking,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,"{'Price': '£43.27', 'Category': 'Add a comment', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
The Makings of a Fatherless Child,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,"{'Price': '£31.58', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (6 available)'}"
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,"{'Price': '£59.45', 'Category': 'Nonfiction', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
The Mysterious Affair at Styles (Hercule Poirot #1),https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,"{'Price': '£24.80', 'Category': 'Mystery', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
The Perks of Being a Wallflower,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,"{'Price': '£55.02', 'Category': 'Default', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
The Rise and Fall of the Third Reich: A History of Nazi Germany,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,"{'Price': '£39.67', 'Category': 'History', 'Rating': 'Two stars', 'Availability': 'In stock (6 available)'}"
The Sound Of Love,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,"{'Price': '£57.84', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (6 available)'}"
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,"{'Price': '£29.93', 'Category': 'Philosophy', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
A Short History of Nearly Everything,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,"{'Price': '£52.40', 'Category': 'History', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
A Summer In Europe,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,"{'Price': '£44.34', 'Category': 'Travel', 'Rating': 'Two stars', 'Availability': 'In stock (7 available)'}"
A Gathering of Shadows (Shades of Magic #2),https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,"{'Price': '£44.81', 'Category': 'Fantasy', 'Rating': 'Four stars', 'Availability': 'In stock (7 available)'}"
Benjamin Franklin: An American Life,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,"{'Price': '£48.19', 'Category': 'Biography', 'Rating': 'Three stars', 'Availability': 'In stock (7 available)'}"
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,"{'Price': '£11.38', 'Category': 'Food and Drink', 'Rating': 'Five stars', 'Availability': 'In stock (7 available)'}"
Nightstruck: A Novel,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,"{'Price': '£50.35', 'Category': 'Young Adult', 'Rating': 'Four stars', 'Availability': 'In stock (7 available)'}"
How to Stop Worrying and Start Living,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,"{'Price': '£46.49', 'Category': 'Self Help', 'Rating': 'Five stars', 'Availability': 'In stock (6 available)'}"
Better Homes and Gardens New Cook Book,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,"{'Price': '£39.61', 'Category': 'Food and Drink', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
Catherine the Great: Portrait of a Woman,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,"{'Price': '£58.55', 'Category': 'History', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,"{'Price': '£36.39', 'Category': 'Sequential Art', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
A Year in Provence (Provence #1),https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,"{'Price': '£56.88', 'Category': 'Travel', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
An Unquiet Mind: A Memoir of Moods and Madness,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,"{'Price': '£21.30', 'Category': 'Psychology', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
Deception Point,https://books.toscrape.com/catalogue/deception-point_426/index.html,"{'Price': '£40.32', 'Category': 'Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
"Fruits Basket, Vol. 6 (Fruits Basket #6)",https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,"{'Price': '£20.96', 'Category': 'Sequential Art', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
Fun Home: A Family Tragicomic,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,"{'Price': '£56.59', 'Category': 'Add a comment', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
"Girl, Interrupted",https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,"{'Price': '£42.14', 'Category': 'Nonfiction', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
Give It Back,https://books.toscrape.com/catalogue/give-it-back_430/index.html,"{'Price': '£18.32', 'Category': 'Thriller', 'Rating': 'Two stars', 'Availability': 'In stock (6 available)'}"
In Cold Blood,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,"{'Price': '£49.98', 'Category': 'Nonfiction', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
In the Woods (Dublin Murder Squad #1),https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,"{'Price': '£38.38', 'Category': 'Mystery', 'Rating': 'Two stars', 'Availability': 'In stock (6 available)'}"
Me Before You (Me Before You #1),https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,"{'Price': '£19.02', 'Category': 'Fiction', 'Rating': 'One stars', 'Availability': 'In stock (6 available)'}"
Mere Christianity,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,"{'Price': '£48.51', 'Category': 'Add a comment', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
Musicophilia: Tales of Music and the Brain,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,"{'Price': '£46.58', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (6 available)'}"
Pride and Prejudice,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,"{'Price': '£19.27', 'Category': 'Add a comment', 'Rating': 'Four stars', 'Availability': 'In stock (6 available)'}"
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,"{'Price': '£30.60', 'Category': 'Default', 'Rating': 'Three stars', 'Availability': 'In stock (6 available)'}"
The Barefoot Contessa Cookbook,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,"{'Price': '£59.92', 'Category': 'Food and Drink', 'Rating': 'Five stars', 'Availability': 'In stock (6 available)'}"
Tell the Wolves I'm Home,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,"{'Price': '£50.96', 'Category': 'Young Adult', 'Rating': 'Two stars', 'Availability': 'In stock (6 available)'}"
The Expatriates,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,"{'Price': '£44.58', 'Category': 'Fiction', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
The False Prince (The Ascendance Trilogy #1),https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,"{'Price': '£56.00', 'Category': 'Fantasy', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
The Firm,https://books.toscrape.com/catalogue/the-firm_404/index.html,"{'Price': '£45.56', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
The Fault in Our Stars,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,"{'Price': '£47.22', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
The Hiding Place,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,"{'Price': '£55.91', 'Category': 'History', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
The Grand Design,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,"{'Price': '£13.76', 'Category': 'Science', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
The Little Paris Bookshop,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,"{'Price': '£24.73', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,"{'Price': '£42.91', 'Category': 'History', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
The Power Greens Cookbook: 140 Delicious Superfood Recipes,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,"{'Price': '£11.05', 'Category': 'Food and Drink', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
The Metamorphosis,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,"{'Price': '£28.58', 'Category': 'Classics', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
The Raven Boys (The Raven Cycle #1),https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,"{'Price': '£57.74', 'Category': 'Fantasy', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
The Raven King (The Raven Cycle #4),https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,"{'Price': '£30.57', 'Category': 'Add a comment', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
The Secret Garden,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,"{'Price': '£15.08', 'Category': 'Classics', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
This Is Your Brain on Music: The Science of a Human Obsession,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,"{'Price': '£38.40', 'Category': 'Music', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Two Summers,https://books.toscrape.com/catalogue/two-summers_415/index.html,"{'Price': '£14.64', 'Category': 'Young Adult', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Where She Went (If I Stay #2),https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,"{'Price': '£41.73', 'Category': 'Young Adult', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,"{'Price': '£53.68', 'Category': 'Default', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,"{'Price': '£47.31', 'Category': 'Young Adult', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
World Without End (The Pillars of the Earth #2),https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,"{'Price': '£32.97', 'Category': 'Historical Fiction', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,"{'Price': '£48.67', 'Category': 'Nonfiction', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
Shiver (The Wolves of Mercy Falls #1),https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,"{'Price': '£16.23', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
Siddhartha,https://books.toscrape.com/catalogue/siddhartha_393/index.html,"{'Price': '£34.22', 'Category': 'Fiction', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,"{'Price': '£25.15', 'Category': 'Nonfiction', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
Tell Me Three Things,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,"{'Price': '£41.81', 'Category': 'Young Adult', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
The Crossover,https://books.toscrape.com/catalogue/the-crossover_398/index.html,"{'Price': '£38.77', 'Category': 'Poetry', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
The 5th Wave (The 5th Wave #1),https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,"{'Price': '£11.83', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
Tell the Wind and Fire,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,"{'Price': '£45.51', 'Category': 'Fantasy', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
The Darkest Corners,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,"{'Price': '£11.33', 'Category': 'Young Adult', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
The Dream Thieves (The Raven Cycle #2),https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,"{'Price': '£34.50', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Kill the Boy Band,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,"{'Price': '£15.52', 'Category': 'Young Adult', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
Killing Floor (Jack Reacher #1),https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html,"{'Price': '£31.49', 'Category': 'Thriller', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
Last One Home (New Beginnings #1),https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,"{'Price': '£59.98', 'Category': 'Fiction', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
Logan Kade (Fallen Crest High #5.5),https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html,"{'Price': '£13.12', 'Category': 'Academic', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
Lola and the Boy Next Door (Anna and the French Kiss #2),https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,"{'Price': '£23.63', 'Category': 'Young Adult', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
Maybe Something Beautiful: How Art Transformed a Neighborhood,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,"{'Price': '£22.54', 'Category': 'Childrens', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,"{'Price': '£24.91', 'Category': 'Food and Drink', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
My Mother Was Nuts,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,"{'Price': '£31.63', 'Category': 'Nonfiction', 'Rating': 'Four stars', 'Availability': 'In stock (5 available)'}"
Peak: Secrets from the New Science of Expertise,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,"{'Price': '£16.28', 'Category': 'Science', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
Red Dragon (Hannibal Lecter #1),https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,"{'Price': '£23.37', 'Category': 'Horror', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
Remember Me?,https://books.toscrape.com/catalogue/remember-me_391/index.html,"{'Price': '£11.48', 'Category': 'Default', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
Booked,https://books.toscrape.com/catalogue/booked_365/index.html,"{'Price': '£17.49', 'Category': 'Poetry', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,"{'Price': '£32.35', 'Category': 'Nonfiction', 'Rating': 'Three stars', 'Availability': 'In stock (5 available)'}"
Approval Junkie: Adventures in Caring Too Much,https://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,"{'Price': '£58.81', 'Category': 'Autobiography', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
An Abundance of Katherines,https://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,"{'Price': '£10.00', 'Category': 'Young Adult', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
Critique of Pure Reason,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,"{'Price': '£20.75', 'Category': 'Philosophy', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
"Blue Lily, Lily Blue (The Raven Cycle #3)",https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,"{'Price': '£34.13', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
America's War for the Greater Middle East: A Military History,https://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,"{'Price': '£51.22', 'Category': 'History', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
"Death Note, Vol. 5: Whiteout (Death Note #5)",https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,"{'Price': '£52.41', 'Category': 'Sequential Art', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Find Her (Detective D.D. Warren #8),https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,"{'Price': '£22.37', 'Category': 'Add a comment', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Fool Me Once,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,"{'Price': '£16.96', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Drama,https://books.toscrape.com/catalogue/drama_371/index.html,"{'Price': '£38.70', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
Digital Fortress,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,"{'Price': '£58.00', 'Category': 'Fiction', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
Evicted: Poverty and Profit in the American City,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,"{'Price': '£42.27', 'Category': 'Add a comment', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Dracula the Un-Dead,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,"{'Price': '£35.63', 'Category': 'Horror', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
Foundation (Foundation (Publication Order) #1),https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,"{'Price': '£32.42', 'Category': 'Science Fiction', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
"Fruits Basket, Vol. 5 (Fruits Basket #5)",https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,"{'Price': '£16.33', 'Category': 'Sequential Art', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
Isla and the Happily Ever After (Anna and the French Kiss #3),https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,"{'Price': '£48.13', 'Category': 'Young Adult', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,"{'Price': '£38.71', 'Category': 'Nonfiction', 'Rating': 'Three stars', 'Availability': 'In stock (4 available)'}"
If I Stay (If I Stay #1),https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,"{'Price': '£38.13', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (5 available)'}"
The Hunger Games (The Hunger Games #1),https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,"{'Price': '£29.85', 'Category': 'Default', 'Rating': 'Five stars', 'Availability': 'In stock (4 available)'}"
Harry Potter and the Deathly Hallows (Harry Potter #7),https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,"{'Price': '£23.32', 'Category': 'Default', 'Rating': 'One stars', 'Availability': 'In stock (5 available)'}"
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,"{'Price': '£36.55', 'Category': 'Default', 'Rating': 'Two stars', 'Availability': 'In stock (5 available)'}"
The Passion of Dolssa,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,"{'Price': '£28.32', 'Category': 'Historical Fiction', 'Rating': 'Five stars', 'Availability': 'In stock (4 available)'}"
